dataset_name,k,total_n,p_control,I2,orig_estimate,orig_p,pet_peese_estimate,bias_detected,discordant,tf_estimate,tf_p
CD000028_pub4_data,9,6439,0.0298363811357074,0,-0.186596517328826,0.230425430392318,-0.274034822952584,FALSE,FALSE,-0.186596517328826,0.230425430392318
CD000143_pub2_data,23,1851,0.317099567099567,50.4567488063883,-0.177503825842519,0.0979820313456323,0.629662489586364,TRUE,TRUE,-0.177503825842519,0.0979820313456323
CD000219_pub5_data,27,6858,0.28563032618278,32.1219827575297,-0.388865074044557,6.91730957718663e-10,-0.428956276162477,FALSE,FALSE,-0.388865074044557,6.91730957718663e-10
CD000478_pub5_data,32,1318,0.546021840873635,0.746965726283507,-0.851654384181691,3.47046948820458e-10,-0.895171622283307,FALSE,FALSE,-0.851654384181691,3.47046948820458e-10
CD000547_pub3_data,63,7171,0.106885508406725,14.3774610023745,0.493560311476194,2.8918257056517e-05,0.396746376692619,FALSE,FALSE,0.493560311476194,2.8918257056517e-05
CD001155_pub3_data,494,245137,0.0592042397719517,0,-0.080390235217187,1.26754991534194e-05,-0.0383783152686373,TRUE,FALSE,-0.080390235217187,1.26754991534194e-05
CD001321_pub7_data,10,2166,0.0409756097560976,0,0.314399079262784,0.242725342418262,-0.612693613038167,FALSE,TRUE,0.314399079262784,0.242725342418262
CD001396_pub4_data,13,1704,0.048526863084922,0,1.18664941685441,2.71120841618089e-08,1.17745526907208,FALSE,FALSE,1.18664941685441,2.71120841618089e-08
CD001431_pub6_data,116,45761,0.301798346543936,63.3461216629817,0.0384360413548384,0.102813502735079,0.148266481214351,FALSE,FALSE,0.0384360413548384,0.102813502735079
CD001533_pub7_data,30,2794,0.292285916489738,25.4354722583722,-0.238577329580017,0.0146666345680749,-0.289174835855665,FALSE,FALSE,-0.238577329580017,0.0146666345680749
CD001552_pub3_data,10,795,0.501210653753027,76.401015730887,0.273151073532721,0.145734179564848,0.630602007721216,FALSE,FALSE,0.273151073532721,0.145734179564848
CD001703_pub4_data,22,2502,0.0515734265734266,0,0.925333259721991,8.31386706613249e-09,0.592438389984323,FALSE,FALSE,0.925333259721991,8.31386706613249e-09
CD001797_pub4_data,4,147,0.159420289855072,0,-0.229590811831119,0.640849183188394,-0.35914946646597,FALSE,FALSE,-0.229590811831119,0.640849183188394
CD001837_pub4_data,20,10711,0.157952669235003,16.6100662152914,0.239165160767585,6.42313632477734e-06,0.309935776427845,FALSE,FALSE,0.239165160767585,6.42313632477734e-06
CD001909_pub4_data,13,1768,0.0967741935483871,10.8740536240972,0.372786171131009,0.0256847184237469,0.580081954038973,FALSE,FALSE,0.372786171131009,0.0256847184237469
CD001920_pub4_data,124,11937,0,0,-0.0482874426492413,0.789826312616957,13.8509398864113,FALSE,TRUE,-0.0482874426492413,0.789826312616957
CD002112_pub2_data,4,296,0.361702127659575,1.12065949794065,-0.0121578286291687,0.964466855484769,-0.171489125819872,FALSE,FALSE,-0.0121578286291687,0.964466855484769
CD002115_pub6_data,14,906,0.200913242009132,0,1.25178173326196,5.36848937429106e-09,1.88396202249673,FALSE,FALSE,1.25178173326196,5.36848937429106e-09
CD002122_pub3_data,3,494,0.032,57.286931499631,0.0623388332366572,0.907692533770107,-0.563036850655978,FALSE,TRUE,0.0623388332366572,0.907692533770107
CD002203_pub5_data,13,2026,0.36105675146771,51.2809946030456,0.771186359845363,7.1779951148537e-11,0.973949239798142,FALSE,FALSE,0.771186359845363,7.1779951148537e-11
CD002290_pub6_data,46,2652,0.226073850791259,46.5866077318265,-0.677953173112787,6.67851137119614e-07,-0.760338297179325,FALSE,FALSE,-0.677953173112787,6.67851137119614e-07
CD002303_pub4_data,8,1732,0.337078651685393,87.7304435007992,0.552982258325214,1.2116544584962e-06,0.369445781666375,FALSE,FALSE,0.552982258325214,1.2116544584962e-06
CD002971_pub6_data,11,2261,0.0707885304659498,0,-0.634701046866549,0.00175368614710633,-0.262835000319519,FALSE,FALSE,-0.634701046866549,0.00175368614710633
CD003129_pub2_data,5,629,0.0103806228373702,0,0.716500555012094,0.270117381043169,-7.69222102354821,FALSE,TRUE,0.716500555012094,0.270117381043169
CD003216_pub3_data,5,380,0.119047619047619,14.3214309847853,0.0786966685856795,0.868148762901707,0.593859654804008,FALSE,FALSE,0.0786966685856795,0.868148762901707
CD003218_pub3_data,6,242,0,0,0.0228953202788411,0.977944958960565,-2.44243045915517,FALSE,TRUE,0.0228953202788411,0.977944958960565
CD003331_pub6_data,38,4769,0,0,-0.126769285445422,0.698959792026819,13.1078027889699,FALSE,TRUE,-0.126769285445422,0.698959792026819
CD003357_pub5_data,9,1346,0.357643758765778,86.6866772012627,0.813628503682019,1.03005969975909e-10,1.19665267056921,FALSE,FALSE,0.813628503682019,1.03005969975909e-10
CD003376_pub4_data,70,6831,0.0893592004703116,0,-0.031418176542453,0.722209127772457,0.240370504155794,FALSE,TRUE,-0.031418176542453,0.722209127772457
CD003414_pub4_data,5,1005,0.0415841584158416,0,-0.429432955846128,0.257231337368098,0.170506613528845,FALSE,TRUE,-0.429432955846128,0.257231337368098
CD003429_pub5_data,3,126,0,0,-0.052255916782829,0.964402673475215,6.70541244431436,FALSE,TRUE,-0.052255916782829,0.964402673475215
CD003451_pub3_data,37,1251,0,0,-0.186105381308858,0.577856644746894,38.7439100988189,FALSE,TRUE,-0.186105381308858,0.577856644746894
CD003477_pub5_data,24,838,0,0,0.127767499591118,0.758697077795996,-1.89768763454062,FALSE,TRUE,0.127767499591118,0.758697077795996
CD003511_pub6_data,6,1033,0.317669172932331,0,-0.0593311496445775,0.662081150941748,-0.0439780635876889,FALSE,FALSE,-0.0593311496445775,0.662081150941748
CD003594_pub7_data,5,533,0.337164750957854,0,-0.253334168229447,0.206274534310912,-0.240756501427617,FALSE,FALSE,-0.253334168229447,0.206274534310912
CD003598_pub3_data,24,2332,0.029940119760479,0,0.345240424229326,0.120895632846571,0.537270684663479,FALSE,FALSE,0.345240424229326,0.120895632846571
CD003774_pub5_data,42,4564,0.281822242072354,47.2000685874686,-0.694965722967004,1.71364425403635e-16,-0.688076317737034,FALSE,FALSE,-0.694965722967004,1.71364425403635e-16
CD003833_pub5_data,15,631,0,0,-0.00716452763843084,0.989082227646016,-1.95794801861784,FALSE,FALSE,-0.00716452763843084,0.989082227646016
CD003962_pub3_data,20,1013,0.120162932790224,0,-0.0877613923063655,0.745389709205329,-0.293309572008465,FALSE,FALSE,-0.0877613923063655,0.745389709205329
CD004184_pub3_data,4,1666,0.0262529832935561,0,0.160430203220939,0.577986906752053,0.147091463017821,FALSE,FALSE,0.160430203220939,0.577986906752053
CD004376_pub4_data,176,17437,0,86.5011967725751,-0.215837438203424,1.67680021062586e-42,0.478983402419815,TRUE,TRUE,-0.215837438203424,1.67680021062586e-42
CD004406_pub6_data,10,3113,0.203812316715543,45.4674768165673,0.00327494121256161,0.977068557380187,0.290489113954906,FALSE,FALSE,0.00327494121256161,0.977068557380187
CD004417_pub6_data,35,9228,0.313832199546485,40.6189459691864,0.542466383480124,1.02041995616694e-15,0.704941964779866,FALSE,FALSE,0.542466383480124,1.02041995616694e-15
CD004508_pub5_data,4,418,0.0697674418604651,0,-0.701845095563473,0.133055867331313,-0.798529655705456,FALSE,FALSE,-0.701845095563473,0.133055867331313
